Co_ID,PO ID,Exchange,Name," Root
Ticker "," Market Cap (C$)
31-December-2023 "," O/S Shares
31-December-2023 ",Sector, Sub-Sector ,"HQ
Location","HQ
Region",Listing Type,Listing Date,Interlisted,Trading on OTC,"CPC/
Former
CPC","S&P/TSX Venture 
Composite Index",2023 Venture 50,USA City,Asia Region," Volume YTD
31-December-2023 "," Value (C$) YTD
31-December-2023 "," Number of 
Trades YTD
31-December-2023 "," Number of
Months in
Trading Data ",AFRICA,ASIA,AUS/NZ/PNG,CANADA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Royalty Streaming,Other Properties
V-04436,1181265,TSXV,Almadex Minerals Ltd.,DEX," 16,167,105 "," 61,007,944 ",Mining,,BC,Canada,Other,20180525,,,,,,,," 5,767,911 "," 1,613,015 "," 1,427 ", 12 ,,,,"BC, YT",,,,"AZ, NV",,Y,Y,Y,,Y,,,,,,,,,,,,,Y,
V-00845,29259,TSXV,Goldsource Mines Inc.,GXS," 15,846,120 "," 59,796,680 ",Mining,,BC,Canada,,,,OTCQX,,,,,," 4,207,781 "," 1,344,850 "," 1,627 ", 12 ,,,,,Guyana,,,,,Y,,,,,,,,,,,,,,,,,,
V-04876,1184305,TSXV,Regency Silver Corp.,RSMX," 15,814,589 "," 93,026,995 ",Mining,,BC,Canada,IPO,20220426,,OTCQB,,,,,," 31,140,957 "," 10,249,570 "," 5,321 ", 12 ,,,,,Mexico,,,,,,Y,,,,,,,,,,,,,,,,,
V-01499,1044479,TSXV,Clean Air Metals Inc.,AIR," 15,670,279 "," 223,861,123 ",Mining,,ON,Canada,RTO from NEX,20200522,,OTCQB,,,,,," 117,453,261 "," 7,172,765 "," 9,256 ", 12 ,,,,ON,,,,,,,,,,,,Y,,,,,,,,,,,,
V-00704,30052,TSXV,Tribeca Resources Corporation,TRBC," 15,560,996 "," 62,243,983 ",Mining,,BC,Canada,RTO,20221102,,OTCQB,,,,,," 1,622,833 "," 498,074 ", 467 , 12 ,,,,,Chile,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04371,1179295,TSXV,Silver Viper Minerals Corp.,VIPR," 15,520,870 "," 155,208,702 ",Mining,,BC,Canada,IPO,20170927,,OTCQB,,,,,," 35,013,223 "," 4,148,691 "," 5,407 ", 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-03801,1146725,TSXV,Stakeholder Gold Corp.,SRC," 15,399,733 "," 14,666,412 ",Mining,,ON,Canada,Other,20110621,,,,,,,," 1,373,697 "," 1,129,635 ", 576 , 12 ,,,,YT,Brazil,,,,,Y,,,,,,,,,,,,,,,,,,
V-02042,1072601,TSXV,Unigold Inc.,UGD," 15,335,259 "," 255,587,643 ",Mining,,ON,Canada,,20030211,,OTCQB,,,,,," 17,938,879 "," 1,024,358 "," 1,176 ", 12 ,,,,,Dominican Republic,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04755,1184730,TSXV,Tier One Silver Inc.,TSLV," 15,194,863 "," 159,945,923 ",Mining,,BC,Canada,Other,20210609,,OTCQB,,,,,," 29,293,165 "," 6,605,674 "," 7,233 ", 12 ,,,,,Peru,,,,,Y,Y,,,,,,,,,,,,,,,Y,,
V-03102,1120311,TSXV,BeMetals Corp.,BMET," 15,074,966 "," 177,352,545 ",Mining,,BC,Canada,QT from NEX,20180725,,OTCQB,Y,,,,," 14,207,666 "," 1,729,712 "," 3,236 ", 12 ,Zambia,Japan,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-00089,13448,TSXV,Big Ridge Gold Corp.,BRAU," 15,059,666 "," 188,245,827 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 33,646,230 "," 2,788,802 "," 3,068 ", 12 ,,,,"MB, NL, QC",,,,,,Y,,,,,,,,,,,,,,,,,,
V-00828,1062313,TSXV,Delta Resources Limited,DLTA," 14,752,081 "," 101,738,488 ",Mining,,QC,Canada,,,,,,,,,," 59,905,185 "," 17,728,084 "," 13,349 ", 12 ,,,,"ON, QC",,,,,,Y,,,,,,,,,,,,,,,,,,
V-02367,1108201,TSXV,Triumph Gold Corp.,TIG," 14,647,268 "," 42,455,848 ",Mining,,BC,Canada,Other,20060907,,,,,,,," 9,282,934 "," 2,123,159 "," 1,627 ", 12 ,,,,YT,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00027,27552,TSXV,Trailbreaker Resources Ltd.,TBK," 14,618,768 "," 33,997,134 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 16,708,573 "," 4,038,365 "," 2,851 ", 12 ,,,,"BC, YT",,,,,,Y,,,,,,,,,,,,,,,,,,
V-04310,1023816,TSXV,TVI Pacific Inc.,TVI," 14,571,741 "," 728,587,039 ",Mining,,AB,Canada,TSX Comedown,20160802,,,,,,,," 23,805,809 "," 572,622 ", 729 , 12 ,,Philippines,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-02107,1074443,TSXV,Vior Inc.,VIO," 14,568,420 "," 104,060,144 ",Mining,,QC,Canada,,,,OTCQB,,,,,," 6,760,648 "," 978,378 "," 1,528 ", 12 ,,,,QC,,,,,,Y,,,Y,,,,,,,,,Y,,,,,,Titanium
V-04928,1185755,TSXV,Goldstorm Metals Corp.,GSTM," 14,442,325 "," 76,012,235 ",Mining,,BC,Canada,Other,20221111,,,,,,,," 8,524,295 "," 1,753,026 "," 2,933 ", 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03792,1146870,TSXV,Aston Bay Holdings Ltd.,BAY," 14,397,628 "," 221,501,969 ",Mining,,WA,USA,QT,20130506,,OTCQB,Y,,,Vancouver,," 148,222,658 "," 21,748,464 "," 14,580 ", 12 ,,,,NU,,,,VA,,Y,,Y,,,,,,,,,,,,,,,,
V-03720,1142260,TSXV,Altiplano Metals Inc.,APN," 14,336,709 "," 130,333,721 ",Mining,,AB,Canada,IPO,20110202,,,,,,,," 15,444,169 "," 1,868,177 "," 2,335 ", 12 ,,,,,"Chile, Nicaragua",,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01735,36356,TSXV,Sable Resources Ltd.,SAE," 14,318,245 "," 286,364,899 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 51,257,710 "," 3,087,379 "," 3,986 ", 12 ,,,,,"Argentina, Mexico",,,,,Y,,Y,,,Y,,,,,,,,,,,,,
V-00553,1016387,TSXV,Canterra Minerals Corporation,CTM," 14,137,437 "," 148,815,125 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 7,044,705 "," 435,407 ", 696 , 12 ,,,,NL,,,,,,Y,Y,Y,,Y,,,,,,,,,,,,,,
V-04968,1187495,TSXV,Cascadia Minerals Ltd.,CAM," 14,106,374 "," 37,122,036 ",Mining,,BC,Canada,Other,20230719,,,,,,,," 4,478,377 "," 1,182,236 "," 1,151 ", 6 ,,,,"BC, YT",,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04789,1185195,TSXV,Vizsla Copper Corp.,VCU," 13,995,067 "," 107,654,365 ",Mining,,BC,Canada,Other,20210917,,OTCQB,,,,,," 18,868,251 "," 3,547,921 "," 3,444 ", 12 ,,,,BC,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,
V-04499,1181540,TSXV,P2 Gold Inc.,PGLD," 13,893,349 "," 106,871,913 ",Mining,,ON,Canada,IPO,20181016,,OTCQB,,,,,," 17,309,246 "," 2,966,693 "," 3,138 ", 12 ,,,,BC,,,,NV,,Y,,Y,,,,,,,,,,,,,,,,
V-00603,1023673,TSXV,Eagle Plains Resources Ltd.,EPL," 13,808,216 "," 110,465,727 ",Mining,,BC,Canada,,19940406,,,,,,,," 15,326,074 "," 3,503,828 "," 2,272 ", 12 ,,,,"BC, SK, YT",,,,,,Y,Y,Y,,,Y,,,,Y,Y,,Y,Y,,,Y,Y,Graphite
V-02689,1113868,TSXV,Decade Resources Ltd.,DEC," 13,735,543 "," 88,616,404 ",Mining,,BC,Canada,IPO,20071218,,,,,,,," 56,519,682 "," 9,948,041 "," 6,499 ", 12 ,,,,BC,,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-01796,1074432,TSXV,Sirios Resources Inc.,SOI," 13,525,311 "," 270,506,213 ",Mining,,QC,Canada,,,,OTCQB,,,,,," 74,561,513 "," 4,539,358 "," 3,853 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,Y,,,,,,
V-04397,1180555,TSXV,Allegiant Gold Ltd.,AUAU," 13,520,000 "," 104,000,000 ",Mining,,BC,Canada,Other,20180130,,OTCQX,,,,,," 10,989,376 "," 1,833,826 "," 2,137 ", 12 ,,,,,,,,"NM, NV",,Y,,,,,,,,,,,,,,,,,,
V-03079,1128565,TSXV,Viva Gold Corp.,VAU," 13,487,333 "," 112,394,439 ",Mining,,BC,Canada,QT from NEX,20171108,,OTCQB,Y,,,,," 11,922,605 "," 1,717,786 "," 2,149 ", 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-01088,12471,TSXV,Klondike Gold Corp.,KG," 13,436,144 "," 191,944,916 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 15,414,850 "," 1,447,856 "," 1,446 ", 12 ,,,,YT,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01645,1003178,TSXV,Radius Gold Inc.,RDU," 13,381,002 "," 99,118,533 ",Mining,,BC,Canada,,,,,,,,,," 24,801,081 "," 4,666,271 "," 2,137 ", 12 ,,,,,"Guatemala, Mexico",,,,,Y,Y,,,,,,,,,,,,,,,,,
V-00218,1062160,TSXV,Sonoro Gold Corp.,SGO," 13,285,679 "," 166,070,992 ",Mining,,AB,Canada,Other,20000929,,OTCQB,,,,,," 18,015,309 "," 1,473,634 "," 2,110 ", 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-04447,1181110,TSXV,Solstice Gold Corp.,SGC," 13,012,972 "," 200,199,562 ",Mining,,BC,Canada,Other,20180514,,,,,,,," 22,027,771 "," 1,139,448 "," 1,039 ", 12 ,,,,"NU, ON",,,,,,Y,,,,,,,,,,,,Y,,,,,Y,
V-04232,1170845,TSXV,Portofino Resources Inc.,POR," 12,957,588 "," 172,767,843 ",Mining,,BC,Canada,IPO,20141205,,OTCQB,,,,,," 34,159,108 "," 2,327,137 "," 2,669 ", 12 ,,,,ON,Argentina,,,,,Y,,,,,,,,,,,,Y,,,,,,
V-03960,1149831,TSXV,Atico Mining Corporation,ATY," 12,735,049 "," 121,286,185 ",Mining,,BC,Canada,IPO,20120312,,OTCQX,,,,,," 8,803,053 "," 1,631,347 "," 2,266 ", 12 ,,,,,"Colombia, Ecuador",,,,,Y,,Y,,,,,,,,,,,,,,,,
V-03694,1139740,TSXV,Nulegacy Gold Corporation,NUG," 12,731,479 "," 636,573,953 ",Mining,,BC,Canada,IPO,20101209,,OTCQB,,,,,," 85,692,001 "," 1,794,851 "," 2,648 ", 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-04992,1187615,TSXV,Dryden Gold Corp.,DRY," 12,426,756 "," 82,845,041 ",Mining,,ON,Canada,Other,20231229,,,,,,,,,,,,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02812,1114439,TSXV,Volcanic Gold Mines Inc.,VG," 12,298,827 "," 45,551,210 ",Mining,,BC,Canada,QT,20100201,,,Y,,,,," 4,698,560 "," 854,186 ", 988 , 12 ,,,,,Guatemala,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-01217,23456,TSXV,Zincx Resources Corp.,ZNX," 12,220,000 "," 188,000,000 ",Mining,,BC,Canada,,,,,,,,,," 13,468,206 "," 1,187,433 "," 2,038 ", 12 ,,,,YT,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,
V-00655,29225,TSXV,KORE Mining Ltd.,KORE," 12,109,581 "," 201,826,357 ",Mining,,BC,Canada,RTO,20181102,,OTCQB,,,,,," 42,448,193 "," 2,001,415 "," 2,193 ", 12 ,,,,,,,,CA,,Y,,,,,,,,,,,,,,,,,,
V-01620,1063785,TSXV,Quartz Mountain Resources Ltd.,QZM," 11,836,869 "," 47,347,475 ",Mining,,BC,Canada,Other,20050217,,,,,,,," 1,106,848 "," 223,053 ", 161 , 12 ,,,,BC,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-02534,1104415,TSXV,Noble Mineral Exploration Inc.,NOB," 11,810,783 "," 236,215,654 ",Mining,,ON,Canada,Other,20070628,,OTCQB,,,,,," 32,896,938 "," 1,649,096 "," 1,692 ", 12 ,,,,"NL, ON, QC",,,,,,,,Y,Y,,,Y,,,Y,Y,,,,,,,,"Cobalt, Graphite, Niobium"
V-02889,1108787,TSXV,Patagonia Gold Corp.,PGDC," 11,726,737 "," 469,069,490 ",Mining,,Argentina,Latin America,RTO,20190724,,,Y,,,,," 18,643,055 "," 272,199 ", 817 , 12 ,,,,,"Argentina, Uruguay",,,,,Y,Y,,,,,,,,,,,,,,,,,
V-00586,30240,TSXV,Dynasty Gold Corp.,DYG," 11,613,638 "," 61,124,411 ",Mining,,BC,Canada,,20030514,,,,,,,," 21,457,107 "," 5,731,812 "," 3,934 ", 12 ,,,,ON,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-02804,1115371,TSXV,Elevation Gold Mining Corporation,ELVT," 11,613,430 "," 110,604,095 ",Mining,,BC,Canada,QT,20100506,,OTCQX,Y,,,,," 32,535,366 "," 3,627,523 "," 3,707 ", 12 ,,,,,,,,AZ,,Y,Y,,,,,,,,,,,,,,,,,
V-02849,1118764,TSXV,Golconda Gold Ltd.,GG," 11,403,729 "," 71,273,308 ",Mining,,ON,Canada,QT from NEX,20110906,,OTCQB,Y,,,,," 15,112,035 "," 2,478,458 "," 1,858 ", 12 ,South Africa,,,,,,,NM,,Y,,,,,,,,,,,,,,,,,,
V-01846,1050109,TSXV,Timberline Resources Corporation,TBR," 11,326,166 "," 174,248,710 ",Mining,,ID,USA,,,,OTCQB,Y,,,Coeur d'Alene,," 15,250,815 "," 1,451,810 "," 1,699 ", 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-04653,1183860,TSXV,Capitan Silver Corp.,CAPT," 11,294,523 "," 70,590,771 ",Mining,,BC,Canada,Other,20200821,,OTCQB,,,,,," 9,022,721 "," 1,624,797 "," 1,489 ", 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-03922,1152440,TSXV,Rackla Metals Inc.,RAK," 11,250,162 "," 60,811,686 ",Mining,,BC,Canada,Other,20111209,,,,,,,," 14,178,886 "," 3,318,106 "," 2,573 ", 12 ,,,,"NT, YT",,,,,,Y,,,,,,,,,,,,,,,,,,
V-04979,1187250,TSXV,Relevant Gold Corp.,RGC," 11,212,421 "," 62,291,226 ",Mining,,BC,Canada,Other,20230809,,OTCQB,,,,,," 568,242 "," 101,619 ", 342 , 5 ,,,,,,,,WY,,Y,,,,,,,,,,,,,,,,,,
V-00761,1023604,TSXV,Garibaldi Resources Corp.,GGI," 10,960,000 "," 137,000,000 ",Mining,,BC,Canada,,,,,,,,,," 19,105,648 "," 2,771,033 "," 3,520 ", 12 ,,,,BC,Mexico,,,,,Y,,Y,Y,,,Y,,,,,,,,,,,,Cobalt
V-04657,1183850,TSXV,Ridgeline Minerals Corp.,RDG," 10,943,534 "," 91,196,115 ",Mining,,BC,Canada,IPO,20200813,,OTCQB,,,,,," 15,039,381 "," 2,680,819 "," 2,975 ", 12 ,,,,,,,,"ID, NV",,Y,Y,,,,,,,Y,Y,,,,,,,,,
V-04622,1183317,TSXV,Turmalina Metals Corp.,TBX," 10,921,488 "," 78,010,629 ",Mining,,BC,Canada,Other,20191203,,,,,,,," 14,198,113 "," 3,922,006 "," 2,700 ", 12 ,,,,,"Argentina, Peru",,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-03847,1150286,TSXV,Silver Range Resources Ltd.,SNG," 10,863,572 "," 94,465,841 ",Mining,,BC,Canada,Other,20110810,,,,,,,," 3,810,591 "," 465,263 ", 746 , 12 ,,,,"NT, NU, YT",,,,"AZ, NV",,Y,Y,,,,,,,,,,,,,,,,,
V-04707,1184605,TSXV,Zacatecas Silver Corp.,ZAC," 10,849,319 "," 90,410,991 ",Mining,,BC,Canada,Other,20210302,,,,,,,," 16,425,746 "," 5,908,544 "," 5,967 ", 12 ,,,,,Mexico,,,,,,Y,,,,,,,,,,,,,,,,,
V-04401,1180550,TSXV,Imperial Mining Group Ltd.,IPG," 10,818,641 "," 216,372,826 ",Mining,,QC,Canada,Other,20180116,,OTCQB,,,,,," 28,808,418 "," 2,263,943 "," 2,310 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,Y,,,,,,,,
V-03779,1147285,TSXV,Omineca Mining and Metals Ltd.,OMM," 10,682,075 "," 178,034,575 ",Mining,,SK,Canada,Other,20110524,,,,,,,," 21,872,957 "," 2,033,579 "," 2,028 ", 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04062,1153365,TSXV,Eminent Gold Corp.,EMNT," 10,680,325 "," 49,675,932 ",Mining,,BC,Canada,IPO,20121019,,OTCQB,,,,,," 2,989,659 "," 843,947 ", 592 , 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-00554,1087218,TSXV,Adamera Minerals Corp.,ADZ," 10,607,982 "," 235,732,928 ",Mining,,BC,Canada,,20130219,,,,,,,," 15,731,881 "," 659,975 ", 967 , 12 ,,,,BC,,,,WA,,Y,Y,Y,,,,,,,,,,,,,,,,
V-01341,1102201,TSXV,Canada Silver Cobalt Works Inc.,CCW," 10,587,324 "," 302,494,963 ",Mining,,BC,Canada,QT,20071002,,OTCQB,Y,,,,," 70,363,755 "," 3,724,944 "," 6,209 ", 12 ,,,,"ON, QC",,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,
ORO0008,1185336,TSXV,Orosur Mining Inc.,OMI," 10,370,817 "," 188,560,300 ",Mining,,UK,UK/Europe,TSX Comedown,20211101,AIM,,,,,,," 3,057,588 "," 226,783 ", 410 , 12 ,Nigeria,,,,"Argentina, Brazil, Colombia",,,,,Y,Y,,,,,,,,,,,Y,,,,,,Tin
V-04832,1185842,TSXV,CopperCorp Resources Inc.,CPER," 10,319,539 "," 85,996,162 ",Mining,,BC,Canada,IPO,20220111,,OTCQB,,,,,," 8,238,573 "," 1,049,102 "," 1,451 ", 12 ,,,Australia,,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01912,39686,TSXV,TNR Gold Corp.,TNR," 10,305,943 "," 187,380,780 ",Mining,,BC,Canada,,,,,,,,,," 25,883,815 "," 1,518,294 "," 1,241 ", 12 ,,,,,Argentina,,,AK,,Y,,Y,,,,,,,,,,Y,,,,,,
V-03698,1141460,TSXV,Canadian Critical Minerals Inc.,CCMI," 10,287,441 "," 257,186,017 ",Mining,,ON,Canada,IPO,20101229,,OTCQB,,,,,," 34,793,585 "," 1,356,555 "," 1,588 ", 12 ,,,,BC,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-01475,14617,TSXV,Pacific Booker Minerals Inc.,BKM," 10,258,351 "," 16,816,969 ",Mining,,BC,Canada,,,,,,,,,," 1,440,074 "," 933,974 ", 984 , 12 ,,,,BC,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,
V-04356,1179336,TSXV,Namibia Critical Metals Inc.,NMI," 10,248,387 "," 204,967,732 ",Mining,,NS,Canada,TSX Comedown,20170704,,OTCQB,,,,,," 6,777,465 "," 694,359 ", 937 , 12 ,Namibia,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,
V-03713,1139340,TSXV,Orford Mining Corporation,ORM," 10,092,387 "," 224,275,258 ",Mining,,ON,Canada,QT from NEX,20171027,,,Y,,,,," 100,492,587 "," 12,789,176 "," 8,154 ", 12 ,,,,QC,,,,,,Y,,,Y,,,,,,,,,,,,,,,
V-01309,32494,TSXV,Multi-Metal Development Ltd.,MLY," 10,054,388 "," 251,359,690 ",Mining,,BC,Canada,,,,,,,,,," 27,331,516 "," 818,583 "," 1,041 ", 3 ,,,,,,,,ID,,,Y,Y,,,Y,,,,,,,,,,,,,Rhenium
V-04468,1181462,TSXV,1911 Gold Corporation,AUMB," 10,009,453 "," 133,459,370 ",Mining,,BC,Canada,Other,20180725,,,,,,,," 14,213,663 "," 1,400,010 "," 2,548 ", 12 ,,,,"MB, ON",,,,,,Y,,,,,,,,,,,,,,,,,,
V-04124,1009834,TSXV,DFR Gold Inc.,DFR," 9,991,897 "," 181,670,852 ",Mining,,BC,Canada,TSX Comedown,20130521,,,,,,,," 2,376,903 "," 216,218 ", 344 , 12 ,"Burkina Faso, Madagascar, Mali, Nigeria",,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,Zircon
V-03898,1148920,TSXV,Rokmaster Resources Corp.,RKR," 9,794,429 "," 163,240,478 ",Mining,,BC,Canada,IPO,20111121,,OTCQB,,,,,," 26,697,081 "," 1,972,395 "," 2,827 ", 12 ,,,,BC,,,,,,Y,,,,,,,,,Y,,,,,,,,,
V-04011,1151635,TSXV,Precipitate Gold Corp.,PRG," 9,777,511 "," 130,366,808 ",Mining,,BC,Canada,IPO,20120529,,OTCQB,,,,,," 13,284,686 "," 892,819 "," 1,145 ", 12 ,,,,NL,Dominican Republic,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04267,1175165,TSXV,VR Resources Ltd.,VRR," 9,687,140 "," 113,966,356 ",Mining,,BC,Canada,QT,20170323,,,Y,,,,," 29,355,249 "," 5,498,869 "," 4,372 ", 12 ,,,,ON,,,,NV,,Y,Y,Y,,Y,Y,,,,,Y,,,,,,,,
V-02572,1112973,TSXV,Riverside Resources Inc.,RRI," 9,678,300 "," 74,448,464 ",Mining,,BC,Canada,Other,20070827,,OTCQB,,,,,," 11,199,764 "," 1,538,553 "," 1,364 ", 12 ,,,,"BC, ON",Mexico,,,,,Y,Y,,,,,,,,,Y,,,,,,,,
V-04870,1184505,TSXV,Lahontan Gold Corp.,LG," 9,666,989 "," 148,722,901 ",Mining,,BC,Canada,Other,20220413,,OTCQB,,,,,," 24,008,070 "," 2,690,676 "," 3,611 ", 12 ,,,,,,,,NV,,Y,Y,,,,,,,,,,,,,,,,,
V-01228,1014103,TSXV,Strikepoint Gold Inc.,SKP," 9,619,896 "," 213,775,457 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 30,495,628 "," 1,660,346 "," 2,571 ", 12 ,,,,BC,,,,NV,,Y,Y,,,,,,,,,,,,,,,,,
V-02693,1116314,TSXV,Ximen Mining Corp.,XIM," 9,570,601 "," 32,442,715 ",Mining,,BC,Canada,IPO,20071220,,OTCQB,,,,,," 22,523,078 "," 2,582,349 "," 1,897 ", 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02855,1118523,TSXV,ValOre Metals Corp.,VO," 9,561,208 "," 173,840,145 ",Mining,,BC,Canada,Other,20080707,,OTCQB,,,,,," 35,850,366 "," 4,341,148 "," 3,585 ", 12 ,,,,NU,Brazil,,,,,Y,,,,,,Y,,,,,,,,,,,,
V-00938,1023492,TSXV,Angel Wing Metals Inc.,AWM," 9,415,363 "," 67,252,594 ",Mining,,ON,Canada,,,,,,,,,," 26,620,914 "," 3,451,944 "," 1,130 ", 12 ,,,,ON,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-02288,1105156,TSXV,Klondike Silver Corp.,KS," 9,400,724 "," 268,592,107 ",Mining,,BC,Canada,Other,20060417,,,,,,,," 22,559,141 "," 816,915 "," 1,506 ", 12 ,,,,BC,,,,,,,Y,,,,,,,,,,,,,,,,,
V-04270,1175810,TSXV,Palamina Corp.,PA," 9,267,029 "," 71,284,836 ",Mining,,ON,Canada,Other,20151113,,OTCQB,,,,,," 7,748,520 "," 871,607 ", 991 , 12 ,,,,,Peru,,,,,Y,,,,,,,,,,,,,,,,,,
V-04177,1013089,TSXV,New Age Metals Inc.,NAM," 8,889,480 "," 222,237,002 ",Mining,,BC,Canada,TSX Comedown,20140114,,OTCQB,,,,,," 32,990,063 "," 2,012,342 "," 2,785 ", 12 ,,,,ON,,,,AK,,,,,Y,,,Y,,,,,,Y,,,,,,
V-02124,41452,TSXV,Kirkland Lake Discoveries Corp.,KLDC," 8,862,452 "," 88,624,522 ",Mining,,BC,Canada,,,,,,,,,," 5,206,246 "," 527,388 ", 546 , 10 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04972,1187385,TSXV,Onyx Gold Corp,ONYX," 8,859,766 "," 41,208,214 ",Mining,,BC,Canada,Other,20230724,,OTCQX,,,,,," 5,792,874 "," 2,204,803 "," 2,171 ", 6 ,,,,"ON, YT",,,,,,Y,,,,,,,,,,,,,,,,,,
V-00895,16392,TSXV,Sienna Resources Inc.,SIE," 8,791,349 "," 195,363,316 ",Mining,,BC,Canada,,,,,,,,,," 105,477,924 "," 6,068,329 "," 4,646 ", 12 ,,,,ON,,,,NV,,,,,,,,Y,,,,,,Y,,,,,,
V-02519,1113614,TSXV,North Arrow Minerals Inc.,NAR," 8,790,112 "," 175,802,243 ",Mining,,BC,Canada,Other,20070510,,,,,,,," 24,928,606 "," 1,704,705 "," 1,789 ", 12 ,,,,"NT, NU, SK",,,,,,Y,,,,Y,,,,,,,,Y,,,,,,
V-00390,1023309,TSXV,Carolina Rush Corporation,RUSH," 8,787,350 "," 42,865,122 ",Mining,,BC,Canada,Other,20050812,,OTCQB,,,,,," 5,872,108 "," 499,797 ", 578 , 12 ,,,,ON,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,Cobalt
V-04300,1176910,TSXV,Fortune Bay Corp.,FOR," 8,731,878 "," 45,957,250 ",Mining,,NS,Canada,Other,20160705,,OTCQX,,,,,," 5,283,562 "," 1,332,547 "," 1,198 ", 12 ,,,,SK,Mexico,,,,,Y,,,,,,,,,,,,,Y,,,,,
V-02272,1105308,TSXV,Ultra Lithium Inc.,ULT," 8,599,291 "," 191,095,351 ",Mining,,BC,Canada,Other,20060321,,OTCQB,,,,,," 11,692,256 "," 895,631 "," 1,403 ", 12 ,,,,ON,Argentina,,,NV,,Y,,,,,,,,,,,,Y,,,,,,
V-03754,1138440,TSXV,Harfang Exploration Inc.,HAR," 8,584,946 "," 63,592,189 ",Mining,,QC,Canada,QT from NEX,20170630,,,Y,,,,," 29,895,559 "," 5,776,973 "," 6,306 ", 12 ,,,,"ON, QC",,,,,,Y,,,Y,,,Y,,,,,,Y,,,,,,"Chromium, Tantalum"
V-03100,1126300,TSXV,Enduro Metals Corporation,ENDR," 8,555,320 "," 24,099,494 ",Mining,,BC,Canada,QT,20101110,,OTCQB,Y,,,,," 34,594,338 "," 2,536,092 "," 2,942 ", 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01314,1020730,TSXV,MTB Metals Corp.,MTB," 8,501,854 "," 113,358,055 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 22,808,554 "," 2,770,929 "," 2,206 ", 12 ,,,,BC,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-04294,1176441,TSXV,Awale Resources Limited,ARIC," 8,460,466 "," 62,670,116 ",Mining,,BC,Canada,QT,20180103,,,Y,,,,," 13,107,585 "," 1,800,035 "," 1,331 ", 12 ,Cote d'Ivoire,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
